total_rt,refs,celcious,return pipe,date
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,11.259,2021-06-08 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,11.259,2021-06-08 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,11.259,2021-06-08 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,11.259,2021-06-08 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.5,11.259,2021-06-08 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0,11.259,2021-06-08 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.7,11.259,2021-06-08 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,11.259,2021-06-08 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0,11.259,2021-06-08 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,11.259,2021-06-08 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,11.259,2021-06-08 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,11.259,2021-06-08 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,11.259,2021-06-08 07:45:00
507.54,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20.7,16.259,2021-06-08 08:00:00
654.47,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20.9,12.034384615384615,2021-06-08 08:15:00
654.47,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.034384615384615,2021-06-08 08:30:00
654.47,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.7,12.034384615384615,2021-06-08 08:45:00
637.31,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.8,12.0,2021-06-08 09:00:00
626.38,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.0,12.0,2021-06-08 09:15:00
617.63,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20.4,12.0,2021-06-08 09:30:00
617.63,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20.8,12.0,2021-06-08 09:45:00
594.71,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.2,12.0,2021-06-08 10:00:00
583.76,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.0,2021-06-08 10:15:00
583.76,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.0,2021-06-08 10:30:00
590.61,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.0,12.0,2021-06-08 10:45:00
577.2,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.3,12.0,2021-06-08 11:00:00
581.57,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.0,12.0,2021-06-08 11:15:00
581.57,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.0,12.0,2021-06-08 11:30:00
580.77,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.2,12.0,2021-06-08 11:45:00
582.46,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-08 12:00:00
553.54,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.5,12.0,2021-06-08 12:15:00
553.54,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.5,12.0,2021-06-08 12:30:00
553.54,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.6,12.0,2021-06-08 12:45:00
558.92,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.9,12.0,2021-06-08 13:00:00
522.72,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.3,12.0,2021-06-08 13:15:00
522.72,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.3,12.0,2021-06-08 13:30:00
566.87,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.6,12.0,2021-06-08 13:45:00
615.92,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-08 14:00:00
635.6,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-08 14:15:00
635.6,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.2,12.0,2021-06-08 14:30:00
635.6,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-08 14:45:00
635.1,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-08 15:00:00
619.44,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.4,12.0,2021-06-08 15:15:00
619.44,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.7,12.0,2021-06-08 15:30:00
611.0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.3,12.0,2021-06-08 15:45:00
617.7,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.7,12.0,2021-06-08 16:00:00
631.58,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.6,12.0,2021-06-08 16:15:00
631.58,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.7,12.0,2021-06-08 16:30:00
615.58,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.9,12.0,2021-06-08 16:45:00
618.88,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.8,12.0,2021-06-08 17:00:00
579.09,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-08 17:15:00
579.09,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.1,12.0,2021-06-08 17:30:00
579.09,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.1,12.0,2021-06-08 17:45:00
555.88,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",21.1,12.0,2021-06-08 18:00:00
308.27,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,12.0,2021-06-08 18:15:00
308.27,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,12.0,2021-06-08 18:30:00
291.89,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,12.0,2021-06-08 18:45:00
291.89,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,12.0,2021-06-08 19:00:00
331.31,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,12.0,2021-06-08 19:15:00
331.31,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,12.0,2021-06-08 19:30:00
303.66,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,12.0,2021-06-08 19:45:00
298.98,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.6,12.0,2021-06-08 20:00:00
295.17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.7,12.0,2021-06-08 20:15:00
295.17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,12.0,2021-06-08 20:30:00
295.17,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,12.0,2021-06-08 20:45:00
0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,7.0,2021-06-08 21:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,7.0,2021-06-08 21:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,7.0,2021-06-08 21:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,7.0,2021-06-08 21:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,7.0,2021-06-08 22:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,7.0,2021-06-08 22:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,7.0,2021-06-08 22:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,7.0,2021-06-08 22:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-08 23:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-08 23:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,7.0,2021-06-08 23:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-08 23:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-09 00:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,7.0,2021-06-09 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-09 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-09 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-09 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-09 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-09 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-09 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,7.0,2021-06-09 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,7.0,2021-06-09 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-09 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-09 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,7.0,2021-06-09 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,7.0,2021-06-09 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,7.0,2021-06-09 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,7.0,2021-06-09 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.5,7.0,2021-06-09 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,7.0,2021-06-09 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,7.0,2021-06-09 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.5,7.0,2021-06-09 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,7.0,2021-06-09 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-09 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,7.0,2021-06-09 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.1,7.0,2021-06-09 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,7.0,2021-06-09 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,7.0,2021-06-09 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.7,7.0,2021-06-09 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,7.0,2021-06-09 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,7.0,2021-06-09 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-09 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,7.0,2021-06-09 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-09 07:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,7.0,2021-06-09 08:00:00
0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,7.0,2021-06-09 08:15:00
685.63,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.4,12.274076923076922,2021-06-09 08:30:00
685.63,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.8,12.509692307692308,2021-06-09 08:45:00
699.25,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.3,12.850076923076923,2021-06-09 09:00:00
702.03,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.7,13.211846153846153,2021-06-09 09:15:00
672.99,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.3,13.35023076923077,2021-06-09 09:30:00
672.99,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.4,13.488615384615386,2021-06-09 09:45:00
695.71,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.6,13.801769230769231,2021-06-09 10:00:00
695.71,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.6,14.114923076923077,2021-06-09 10:15:00
694.53,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.7,14.419,2021-06-09 10:30:00
694.53,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.2,14.723076923076924,2021-06-09 10:45:00
694.53,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.3,15.027153846153848,2021-06-09 11:00:00
681.92,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.3,15.23423076923077,2021-06-09 11:15:00
689.73,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.9,15.501384615384616,2021-06-09 11:30:00
689.73,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.1,15.768538461538462,2021-06-09 11:45:00
648.45,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.6,15.730076923076924,2021-06-09 12:00:00
674.33,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.9,12.187153846153848,2021-06-09 12:15:00
646.39,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.1,12.14869230769231,2021-06-09 12:30:00
646.96,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.2,12.0,2021-06-09 12:45:00
646.96,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.2,12.0,2021-06-09 13:00:00
680.77,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.3,12.236692307692309,2021-06-09 13:15:00
689.28,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.6,12.500384615384617,2021-06-09 13:30:00
674.39,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.4,12.649538461538462,2021-06-09 13:45:00
674.39,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.1,12.798692307692308,2021-06-09 14:00:00
665.6,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.6,12.88023076923077,2021-06-09 14:15:00
691.18,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.8,13.158538461538463,2021-06-09 14:30:00
688.95,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.7,13.419692307692308,2021-06-09 14:45:00
688.95,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0,13.680846153846154,2021-06-09 15:00:00
671.09,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.1,13.804615384615385,2021-06-09 15:15:00
716.45,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.7,14.277307692307694,2021-06-09 15:30:00
712.0,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.0,14.715769230769233,2021-06-09 15:45:00
712.0,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.1,15.154230769230772,2021-06-09 16:00:00
712.0,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.5,15.59269230769231,2021-06-09 16:15:00
685.32,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.5,15.825923076923079,2021-06-09 16:30:00
705.53,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.6,16.214615384615385,2021-06-09 16:45:00
705.53,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.7,16.603307692307695,2021-06-09 17:00:00
720.02,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.1,17.10346153846154,2021-06-09 17:15:00
669.42,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.7,17.214384615384617,2021-06-09 17:30:00
669.42,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.0,17.325307692307693,2021-06-09 17:45:00
669.42,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.2,17.436230769230768,2021-06-09 18:00:00
720.24,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.7,17.93807692307692,2021-06-09 18:15:00
704.8,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.3,18.32115384615384,2021-06-09 18:30:00
681.41,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.7,18.524307692307687,2021-06-09 18:45:00
681.41,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.4,18.727461538461533,2021-06-09 19:00:00
636.02,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.1,18.688999999999993,2021-06-09 19:15:00
472.75,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.6,19.95484069683343,2021-06-09 19:30:00
521.29,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.8,12.0,2021-06-09 19:45:00
521.29,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,12.443994705442268,2021-06-09 20:00:00
482.39,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.1,12.887989410884536,2021-06-09 20:15:00
437.94,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.1,12.964587184470224,2021-06-09 20:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.1,7.0,2021-06-09 20:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.8,7.0,2021-06-09 21:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.5,7.0,2021-06-09 21:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.5,7.0,2021-06-09 21:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-09 21:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-09 22:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,7.0,2021-06-09 22:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-09 22:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,7.0,2021-06-09 22:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-09 23:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,7.0,2021-06-09 23:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,7.0,2021-06-09 23:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-09 23:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.7,7.0,2021-06-10 00:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-10 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-10 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-10 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,7.0,2021-06-10 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,7.0,2021-06-10 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,7.0,2021-06-10 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-10 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-10 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-10 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,7.0,2021-06-10 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,7.0,2021-06-10 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,7.0,2021-06-10 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,7.0,2021-06-10 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,7.0,2021-06-10 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,7.0,2021-06-10 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,7.0,2021-06-10 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,7.0,2021-06-10 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.9,7.0,2021-06-10 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.0,7.0,2021-06-10 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.1,7.0,2021-06-10 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.2,7.0,2021-06-10 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.5,7.0,2021-06-10 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.6,7.0,2021-06-10 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.8,7.0,2021-06-10 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.5,7.0,2021-06-10 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",22.9,7.0,2021-06-10 07:45:00
